person_id,name_transcribed,name_normalized,stratum,outcome,candidate_ids,proposed_facts,evidence_for,evidence_against,source_ids,source_urls_tiers,queries,access_date,notes
spalding_franklin,Franklin Spalding,Franklin Spalding,letter_list_only_uncertain,no_corroboration,,,,"The surname 'Spalding' is in Fergus's death notices and no entry under it carries the initial 'F' of 'Franklin Spalding'. A surname-only agreement is a refusal, here as everywhere: the list prints eleven Smiths. The surname 'Spalding' stands in the 1837 poll and no man under it carries the initial 'F' of 'Franklin Spalding'. A surname-only agreement is a refusal.",chicago_democrat_1833_1835,,exact name; justified initial and OCR variants; surname with forename initial,2026-09-05,Research only. Later-volume readings are recorded here and NOT promoted: T-0513 consolidates and T-0514/T-0515 apply.
harmon_elijah_d,Dr Elijah Dewey Harmon,Dr Elijah Dewey Harmon,established_profile,corroborated_enrichment,,,"Surname 'Harmon' folds to the same string as the 1844 entry's, and the given name of both begins E. Surname 'Harmon' folds to the same string as the 1843 entry's, and the given name of both begins E. Surname 'Harmon' folds to the same string as the 1839 entry's, and the given name of both begins E.","The surname 'Harmon' is in Fergus's death notices and no entry under it carries the initial 'E' of 'Dr Elijah Dewey Harmon'. A surname-only agreement is a refusal, here as everywhere: the list prints eleven Smiths. 'William Harmon' at printed page 231 line 3 (33S7-9YYJ-38) is NOT 'Dr Elijah Dewey Harmon': The surname 'harmon' is carried by 3 person(s) of 1835 (Charles Loomis Harmon, Isaac Dewey Harmon, Dr Elijah Dewey Harmon) and none of their given names is 'william'. L3 given_name_conflict",chicago_democrat_1833_1835;fergus_chicago_directory_1839;fergus_chicago_directory_1843;fergus_historical_series_26_29;norris_directory_1844,,exact name; justified initial and OCR variants; surname with forename initial,2026-09-05,"FERGUS 26-29, AS PRINTED: ""Harmon, Eli[j]ah D[e]we[y], physician, bds C. L. Harmon [died January 3, 1869, aged 80]"". The 1843 directory prints the full given names Elijah Dewey behind this project's 'Dr Elijah Dewey Harmon', with the same trade the 1835 record carries, and a death date and age that put birth about 1788-89. Research only. Later-volume readings are recorded here and NOT promoted: T-0513 consolidates and T-0514/T-0515 apply."
curtis_liman,Liman Curtis,Liman Curtis,letter_list_only_present,no_corroboration,,,,"The surname 'Curtis' is in Fergus's death notices and no entry under it carries the initial 'L' of 'Liman Curtis'. A surname-only agreement is a refusal, here as everywhere: the list prints eleven Smiths. Refused twice over. No candidate reaches 'Curt ee,Curt ice,or Curti' by an exact surname key - every one of them came through the OCR similarity window, so the heading is not certainly 'Curt ee,Curt ice,or Curti' at all. And if it were, a heading against L. G. Curtin; Liman Curtis would still be a surname against a person, which is always a refusal here. Refused twice over. No candidate reaches 'Curt ee,Curt ice,or Curti' by an exact surname key - every one of them came through the OCR similarity window, so the heading is not certainly 'Curt ee,Curt ice,or Curti' at all. And if it were, a heading against L. G. Curtin; Liman Curtis would still be a surname against a person, which is always a refusal here. Ruled on the card ""Curt ee,Curt ice,or Curt",chicago_democrat_1833_1835,,exact name; justified initial and OCR variants; surname with forename initial,2026-09-05,Research only. Later-volume readings are recorded here and NOT promoted: T-0513 consolidates and T-0514/T-0515 apply.
page_frederick_w,Frederick W. Page,Frederick W. Page,letter_list_only_uncertain,no_corroboration,,,,'Charles Page' at printed page 230 line 18 (33S7-9YYJ-NY) is NOT 'Frederick W. Page': The surname 'page' is carried by 1 person(s) of 1835 (Frederick W. Page) and none of their given names is 'charles'. 'Edward Page' at printed page 207 line 7 (33SQ-GYYJ-93G) is NOT 'Frederick W. Page': The surname 'page' is carried by 1 person(s) of 1835 (Frederick W. Page) and none of their given names is 'edward'. L3 given_name_conflict,chicago_democrat_1833_1835,,exact name; justified initial and OCR variants; surname with forename initial,2026-09-05,Research only. Later-volume readings are recorded here and NOT promoted: T-0513 consolidates and T-0514/T-0515 apply.
harmon_isaac_d,Isaac Dewey Harmon,Isaac Dewey Harmon,established_profile,corroborated,,,one resident of the surname 'Harmon' agrees with the entry's forenames; 3 bearer(s) of the surname were considered.,"'William Harmon' at printed page 231 line 3 (33S7-9YYJ-38) is NOT 'Isaac Dewey Harmon': The surname 'harmon' is carried by 3 person(s) of 1835 (Charles Loomis Harmon, Isaac Dewey Harmon, Dr Elijah Dewey Harmon) and none of their given names is 'william'. The surname 'Harmon' is in Norris 1844 and no entry under it carries the initial 'I' of 'Isaac Dewey Harmon'. A surname-only agreement is a refusal. Surname 'Harmon' folds to the same string as the 1839 entry's, and the given name of both begins I. CONTESTED: 2 residents of 1835 meet this one 1839 entry on that rule, and at most one of them is the person printed. The match is not made.",chicago_democrat_1833_1835;chicago_voter_lists_1833_1835_irad,,exact name; justified initial and OCR variants; surname with forename initial,2026-09-05,Research only. Later-volume readings are recorded here and NOT promoted: T-0513 consolidates and T-0514/T-0515 apply.
davenport_dennis,Dennis Davenport,Dennis Davenport,letter_list_only_present,no_corroboration,,,,"DAVENPORT JOSEPH is refused against Dennis Davenport: the surname agrees and the forename does not. DAVENPORT WILLIAM is refused against Dennis Davenport: the surname agrees and the forename does not. Refused. All 2 card(s) heading 'Davenport' name Illinois and neither Chicago nor Cook County, so the lead against Dennis Davenport stands on a surname with the locality actively absent - the one thing beyond the name that a card could have contributed.",chicago_democrat_1833_1835,,exact name; justified initial and OCR variants; surname with forename initial,2026-09-05,Research only. Later-volume readings are recorded here and NOT promoted: T-0513 consolidates and T-0514/T-0515 apply.
makepiece_george_r,George R. Makepiece,George R. Makepiece,letter_list_only_uncertain,no_corroboration,,,,,chicago_democrat_1833_1835,,exact name; justified initial and OCR variants; surname with forename initial,2026-09-05,Research only. Later-volume readings are recorded here and NOT promoted: T-0513 consolidates and T-0514/T-0515 apply.
heacock_russel_e,Russel E. Heacock,Russel E. Heacock,established_profile,corroborated,,,"The book prints 'Russell E. Heacock' as one of two American families occupying the old log officers' quarters inside the pickets of the ungarrisoned fort in July 1827. This project's resident record is Russel E. Heacock, graded attested, an attorney and justice of the peace who Andreas says 'had come in 1827'. The two spellings differ by one letter in the surname and agree in given name, middle in Surname and given name both agree between the 1830 reading 'Russel E Heacock' and the town person 'Russel E. Heacock' in household hh_heacock_russel_e. The 1830 line is carried as EARLIER EVIDENCE for that person and grades nothing on its own. Surname 'Heacock' folds to the same string as the 1844 entry's, and the given name of both begins R.","'R. E. Heacock' at printed page 216 line 13 (33S7-9YYJ-DD) is NOT 'Russel E. Heacock': The head is written 'R. E. Heacock' — a surname and initials only — and 1 person(s) of 1835 carry the surname 'heacock'. A surname and a letter is not an identity. L4 initial_only Surname 'Heacock' folds to the same string as the 1839 entry's, and the given name of both begins R.",census_1830_peoria_county_chicago_precinct;chicago_democrat_1833_1835;fergus_chicago_directory_1839;fergus_chicago_directory_1843;fergus_historical_series_26_29;norris_directory_1844,,exact name; justified initial and OCR variants; surname with forename initial,2026-09-05,"FERGUS 26-29, AS PRINTED: ""Heacock, Russel Easton (Old Shallow-Cut, Chicago's first attorney at law), res 129 Adams [died, Summit, Ill., June 20, 1849, aged 70]"". The 1843 directory gives the middle name Easton, the trade the 1835 record carries, and a death date and age that put birth about 1779. Research only. Later-volume readings are recorded here and NOT promoted: T-0513 consolidates and T-0514/T-0515 apply."
demans_j_t,J. T Demans,J. T Demans,letter_list_only_present,no_corroboration,,,,,chicago_democrat_1833_1835,,exact name; justified initial and OCR variants; surname with forename initial,2026-09-05,Research only. Later-volume readings are recorded here and NOT promoted: T-0513 consolidates and T-0514/T-0515 apply.
legg_gregory_e,Gregory E. Legg,Gregory E. Legg,letter_list_only_uncertain,corroborated,,,"The surname folds equal but no forename agrees initial for initial: 'Ann Legg' against 'Gregory E. Legg'. A surname-only agreement is always a refusal. NOT THE SCENE YEAR: this reading is dated 1838-05-31 and under the ladder ratified 2026-09-03 it may date and corroborate and may never mint or promote, whatever it reaches. Surname 'Legg' folds to the same string as the 1839 entry's, and the given name of both begins G.",LEGG ISAAC is refused against Gregory E. Legg: the surname agrees and the forename does not. LEGG RACHEL is refused against Gregory E. Legg: the surname agrees and the forename does not. The surname 'Legg' stands in the 1837 poll and no man under it carries the initial 'G' of 'Gregory E. Legg'. A surname-only agreement is a refusal.,chicago_democrat_1833_1835;fergus_chicago_directory_1839;st_cyr_register_ichr_v4,,exact name; justified initial and OCR variants; surname with forename initial,2026-09-05,Research only. Later-volume readings are recorded here and NOT promoted: T-0513 consolidates and T-0514/T-0515 apply.
hogan_john_s_c,John S. C. Hogan,John S. C. Hogan,established_profile,corroborated,,,"McIlvaine's list of the town trustees chosen at the election of 11 August 1834 names 'J. S. C. Hogan'. This project's resident record is John S. C. Hogan, graded attested — 'John S. C. Hogan, Postmaster, came in 1832'. Three initials and a surname against a given name and the same three-part sequence, in the same town, in a civic list two years after this project's own record has him arriving. Ini The 1843 directory's post-office history at leaf 419 says the eastern mail was received 'in a one-horse wagon, weekly - John Stephen Coates Hogan, postmaster', in the year after 1832. This project holds the resident John S. C. Hogan, graded attested, whose occupation note reads 'John S. C. Hogan, Postmaster, came in 1832' and whose store is this dataset's hogan_store, 'both a shop and the place wh one resident of the surname 'Hogan' agrees with the entry's forenames; 1 bearer(s) of the surname were considered.","Surname 'Hogan' folds to the same string as the 1839 entry's, and the given name of both begins J. CONTESTED: 3 residents of 1835 meet this one 1839 entry on that rule, and at most one of them is the person printed. The match is not made. Surname 'Hogan' folds to the same string as the 1843 entry's, and the given name of both begins J. CONTESTED: 3 residents of 1835 meet this one 1843 entry on that rule, and at most one of them is the person printed. The match is not made. Surname 'Hogan' folds to the same string as the 1844 entry's, and the given name of both begins J. CONTESTED: 2 residents of 1835 meet this one 1844 entry on that rule, and at most one of them is the man printed. The match is not made.",chicago_democrat_1833_1835;chicago_voter_lists_1833_1835_irad;fergus_chicago_directory_1839;fergus_historical_series_26_29,,exact name; justified initial and OCR variants; surname with forename initial,2026-09-05,"FERGUS 26-29, AS PRINTED: ""Hogan, John Stephen Coates, ex postmaster, bds Charles L. P. Hogan [died, Boonville, Mo., December 2, 1868, aged 63]"". The 1843 directory resolves the initials S. C. to Stephen Coates and prints the postmastership. THE SAME VOLUME'S OBITUARY LIST CONTRADICTS ITSELF: 'Hogan, John Stephen Coates, early postmaster, died, Memphis, Tenn., 1866' — a different place and a different year. Both readings are recorded; neither is asserted. Research only. Later-volume readings are recorded here and NOT promoted: T-0513 consolidates and T-0514/T-0515 apply."
dement_wm,Wm. Dement,Wm. Dement,letter_list_only_present,no_corroboration,,,,,chicago_democrat_1833_1835,,exact name; justified initial and OCR variants; surname with forename initial,2026-09-05,Research only. Later-volume readings are recorded here and NOT promoted: T-0513 consolidates and T-0514/T-0515 apply.
vanderbogart_h,H. Vanderbogart,H. Vanderbogart,letter_list_only_uncertain,corroborated_enrichment,,,"Surname 'Vanderbogart' folds to the same string as the entry's, and the given name of both begins H.",,chicago_democrat_1833_1835;fergus_1843_old_settler_death_notices,,exact name; justified initial and OCR variants; surname with forename initial,2026-09-05,Research only. Later-volume readings are recorded here and NOT promoted: T-0513 consolidates and T-0514/T-0515 apply.
