source_key,title,author,publisher,publication_date,url,source_type,reliability_tier,locator,accessed_at,rights_notes,notes
ANDREAS_V3,"History of Chicago, From the Earliest Period to the Present Time, Volume III","A. T. Andreas","A. T. Andreas",1886,https://archive.org/details/historyofchicago03andruoft,historical_city_history,"Tier 2","Corporate History pp. 104-106 and 123-124; bridge chapter; industrial biographies; Religious History pp. 798-799 and Catholic parish entries","2026-08-03","Public domain; Internet Archive scan and OCR.","Near-contemporary synthesis. OCR was checked in context; printed-page locators and quoted measurements should be verified against scans before survey-grade use."
ANDREAS_V3_PERMITS,"History of Chicago, Volume III: annual building-permit table","A. T. Andreas","A. T. Andreas",1886,https://archive.org/details/historyofchicago03andruoft,statistical_table,"Tier 2","printed p. 67, 1877 row","2026-08-03","Public domain; local crop retained as research media.","Aggregate construction-flow evidence only: it does not identify individual buildings and was not expanded into anonymous records."
CITY_LANDMARKS_DATA,"Individual Landmarks","Commission on Chicago Landmarks","City of Chicago",2026-04-17,https://data.cityofchicago.org/Historic-Preservation/Individual-Landmarks/uct4-hrvh,municipal_open_data,"Tier 1","Records L-109 and L-398","2026-08-03","City open-data terms apply; geometry is factual data.","Official landmark-only inventory; not a comprehensive city building census."
CITY_HBA,"Haskell-Barker-Atwater Buildings","Commission on Chicago Landmarks","City of Chicago",,https://webapps1.chicago.gov/landmarksweb/web/landmarkdetails.htm?lanId=1320,municipal_landmark_record,"Tier 1","Atwater component; address, group date, architects, and description","2026-08-03","City web content; verify image reuse terms separately.","The official page dates the three-building group 1875-77; the 1877 newspaper notices isolate the Atwater component."
PRES_CHI_ERIE,"Erie Street Row at 161 E. Erie Street Becomes Designated Chicago Landmark","Preservation Chicago","Preservation Chicago",2025,https://www.preservationchicago.org/win-erie-street-row-at-161-e-erie-street-becomes-designated-chicago-landmark/,preservation_report_summary,"Tier 2","Construction history and designation summary","2026-08-03","Text and photographs are copyrighted; link only unless permission is obtained.","Summarizes the official designation record: five limestone rowhouses built about 1877, three surviving, and two demolished in 1960."
STSTANS_HISTORY,"The History of St. Stanislaus Kostka Parish","St. Stanislaus Kostka Parish","St. Stanislaus Kostka Parish",,https://ststanschurch.org/history,institutional_history,"Tier 1","Beginnings, lines describing July 1, 1877 cornerstone and 1881 completion","2026-08-03","Parish text and photographs are copyrighted; link only unless permission is obtained.","Institutional account supplies architect, material, dimensions, capacity, and later alteration history."
POSTCARD_COLUMBKILLE,"St. Columbkille, Chicago","Postcard Past","Postcard Past",2024-11-27,https://www.postcard-past.com/st-columbkille-chicago/,researched_secondary_history,"Tier 3","Completion, architects, phased towers, and demolition","2026-08-03","Modern text and composite images are copyrighted; linked archival images have separate rights.","Cites contemporary and diocesan materials, but a 1916 diocesan souvenir says the church was erected in 1871. The 1877 completion/opening claim remains review-flagged."
CHICAGOLOGY_HBA,"Haskell, Barker & Atwater Buildings","Chicagology","Chicagology",,https://chicagology.com/rebuilding/rebuilding209/,newspaper_transcription_compilation,"Tier 3","Inter Ocean Aug. 4, 1877; Chicago Tribune Sept. 16, 1877; landmark narrative","2026-08-03","Transcribed historical newspaper text may be public domain; modern compilation and hosted images have separate rights.","Provides contemporary construction notices for Atwater, E. B. Williams, and Michael Burke projects."
CHICAGOLOGY_BRUNSWICK,"Hotel Brunswick","Chicagology","Chicagology",,https://chicagology.com/rebuilding/rebuilding221/,newspaper_transcription_compilation,"Tier 3","Chicago Tribune Nov. 11, 1877","2026-08-03","Transcribed 1877 newspaper text is public domain in the United States; hosted images and compilation layout have separate rights.","Contemporary notice describes the pressed-brick-and-stone building as just completed and intended as a family hotel."
CHICAGOLOGY_SMITH,"Perry H. Smith Residences","Chicagology","Chicagology",,https://chicagology.com/rebuilding/rebuilding233/,newspaper_transcription_compilation,"Tier 3","Chicago Tribune Nov. 9, 1877 and Jan. 2, 1878; later cost and architect report","2026-08-03","Transcribed historical newspaper text may be public domain; modern compilation and hosted images have separate rights.","Contemporary social notices establish occupancy of the new mansion by November 1877; later report supplies architect, cost, and completion year."
