year_record_id,canonical_name,alternate_names,year_started,year_completed,completion_precision,year_opened,year_demolished,demolition_precision,demolition_cause,status,address_historical,address_modern,latitude,longitude,building_type,original_use,architect_or_builder,owner_or_developer,structural_system,stories,height_ft,construction_or_event_type,predecessor_or_rebuild_of,postfire_code_context,notes,source_keys,confidence,needs_review
"CHI1879-001","Leiter Building I","First Leiter Building; Morris Building","1879","1879","exact","1879","1972","exact","redevelopment","demolished","Northwest corner Fifth Avenue and Monroe Street; later 200-208 W Monroe Street","Northwest corner Wells Street and West Monroe Street","","","commercial_building","wholesale clothing store and loft building","William Le Baron Jenney","Levi Z. Leiter","load-bearing masonry exterior and party walls; cast-iron interior columns/pilasters; timber girders and wood joists; iron, Lemont stone and pressed-brick facade","5","","new_construction","","Post-fire commercial construction emphasized masonry and iron, broad daylight openings, heavy floor capacity and fire-prevention equipment.","The 1879 initial building had five stories plus basement; two stories were added in 1888. HABS identifies cast-iron members continuing from foundation to roof as an important step toward skeletal framing, but the building was not a complete metal skeleton. A contemporary account gives approximately 82 ft 10 in by 102 ft 6 in and an estimated $125,000 cost.","LOC_LEITER_HABS;CITY_LEITER;CHICAGOLOGY_LEITER","high","false"
"CHI1879-002","Field, Leiter & Co. State Street store occupancy","Singer Building II; later Marshall Field State Street store phase","1878","1878","exact","1879","","","","demolished/redeveloped","Northeast corner State and Washington Streets","111 N State St area","","","department_store","retail and wholesale dry goods","James Van Dyke (replacement building attribution)","Singer estate; purchased by Field, Leiter & Co.","masonry commercial building; exact 1879 fit-out materials not established","","","acquisition_fitout_and_occupancy","Singer Building destroyed by fire and replaced in 1878","The underlying replacement belonged to post-fire masonry commercial rebuilding; this row does not claim new 1879 construction.","Field and Leiter purchased the 1878 replacement building on February 28, 1879, secured surrender of Carson Pirie's lease, fitted it for their business, and received customers there by April. Retained as a property and occupancy phase only.","CHICAGOLOGY_FIELD","medium","true"
"CHI1879-003","United States Government Building west-basement post-office phase","Chicago Post Office and Custom House; Mullett Government Building","1873","1880","exact","1879","1965","exact","Federal Center redevelopment","demolished","Block bounded by Adams, Clark, Jackson and Dearborn Streets","Kluczynski Federal Building and Federal Center site","","","government_building","post office, custom house and federal offices","Alfred B. Mullett; construction administration by federal successors","United States Government","masonry federal building with iron structural and fireproofing systems; phase details require federal specifications","","","partial_completion_and_occupancy_phase","1859 Custom House and Post Office destroyed in the Great Chicago Fire","Long-running federal masonry construction embodied post-fire fire-resistance goals; exact assemblies should be verified from federal drawings.","The west half of the basement was finished and turned over for temporary post-office quarters in April 1879. Final building completion was in 1880, so this is not a 1879 whole-building completion despite simplified later references to an 1879 federal building.","CHICAGOLOGY_GOVT;GSA_FEDERAL_CENTER","high","true"
"CHI1879-004","Central Music Hall","Central Music Hall Building","1879","1879","exact","1879","1901","exact","Marshall Field commercial expansion","demolished","Southeast corner State and Randolph Streets","Approx. 1-35 N State St","","","mixed_use_hall","music hall, public assembly, offices and stores","Dankmar Adler","Central Music Hall stock company; George B. Carpenter promoter; Levi Z. Leiter president","fireproof masonry commercial and assembly building with gray cut-stone exterior","6","90","new_construction","","The building's fireproof construction, abundant exits, ventilation and public-assembly safeguards responded directly to post-fire and theater-safety concerns.","Erected and opened in 1879. Later descriptions give a 125-by-150-foot footprint, six stories plus basement, two elevators, stores and offices; seating is variously reported around 1,800 to 2,000. The December 1879 inspection emphasizes acoustics, rapid air exchange, multiple exits and fire-safety planning.","PICTURESQUE_CHI;CHICAGOLOGY_CENTRAL","high","false"
"CHI1879-005","Laflin Building","Henrietta Building; Bishop Building","1879","1879","exact","1879","","","redevelopment in phases","demolished","Southeast corner Randolph Street and Wabash Avenue; 64-66 Wabash Avenue","Approx. 143 N Wabash Ave","","","commercial_building","wholesale and manufacturing lofts","","Matthew Laflin estate","brick-and-steel walls; two freight elevators","5","85","new_construction","","A tall masonry-and-metal commercial block reflects the post-fire move toward durable loft construction.","A later guide reports erection in 1879, 200 feet on Randolph by 40 feet on Wabash, five stories, 85 feet high and two freight elevators. The architect and the exact sequence of later height changes and demolition remain unresolved.","CHICAGOLOGY_LAFLIN","medium","true"
"CHI1879-006","Cyrus H. McCormick Mansion","Cyrus McCormick Mansion; Nettie Fowler McCormick House","1875","1879","exact","1879","1954","exact","Sanitary District office development","demolished","135 Rush Street at Erie Street; southeast corner Rush and Huron/Erie block","Approx. 675 N Rush St","","","mansion","single-family residence","Cudell & Blumenthal","Cyrus H. and Nettie Fowler McCormick","Lake Superior sandstone masonry; German Renaissance residence; interior structural system not fully documented","3","","completion_and_occupancy_phase","","The masonry mansion was erected after the 1874 citywide restriction on new wood construction.","The residence was four years in construction, beginning in 1875 and occupied in 1879; a major social dedication followed in May 1880. Contemporary description records three principal stories, brown sandstone, a concert hall and advanced electrical apparatus.","CHICAGOLOGY_MCCORMICK","medium","true"
"CHI1879-007","Samuel M. Nickerson House construction start","Nickerson Mansion; Driehaus Museum","1879","1883","exact","1883","","","","extant","40 Erie Street","40 E Erie St","41.8944","-87.6263","mansion","single-family residence","Burling & Whitehouse","Samuel M. and Matilda Nickerson","fire-resistant masonry residence with extensive stone, tile and metal; detailed assemblies documented by HABS","3","","construction_start_or_commission","","The project was explicitly conceived as a fireproof residence in post-fire Chicago.","Commissioned in 1879 and completed in 1883 at a reported cost of about $450,000. Included for the documented 1879 project start, not counted as a 1879 completion.","DRIEHAUS_NICKERSON;CITY_NICKERSON;LOC_NICKERSON_HABS","high","false"
"CHI1879-008","Armour Street School","James Otis School; James Otis World Language Academy predecessor","1878","1879","academic_year","1879","","","","demolished/replaced/uncertain","Armour Street","525 N Armour St","","","school","public elementary school","","Chicago Board of Education","brick masonry; heating recorded as steam by Andreas but coal stoves by CPS history","3","","completion_and_opening_phase","","Brick school construction complied with the post-1874 prohibition on new wood buildings; the heating conflict remains unresolved.","Andreas's visually checked school table records erection in 1879, 107 by 88 feet, three stories, 945 sittings and $37,000 total including heating and furniture. CPS says it opened during the 1878-79 academic year and initially used coal stoves and gas; this may indicate a start/opening/completion sequence or a table error.","ANDREAS_V3;CPS_OTIS","medium","true"
"CHI1879-009","Marquette School","Old Marquette School","1879","1879","exact","1879","","","","demolished/replaced","Southwest corner Wood and Congress Streets","Cook County medical-campus vicinity near W Harrison St and S Wood St","","","school","public elementary school","","Chicago Board of Education","brick masonry; steam heating","3","","new_construction","","Brick school construction complied with the post-1874 prohibition on new wood buildings.","Andreas's visually checked 1879 table records 107.5 by 84 feet, three stories, steam heat, 945 sittings and $37,000 including heating and furniture. A later guide independently places the 1879 school at Wood and Congress but gives 800 capacity and $45,000 cost; Andreas controls the annual values pending Board proceedings.","ANDREAS_V3;CHICAGOLOGY_CCH","high","true"
"CHI1879-010","Raymond School","James Raymond School","1879","1879","exact","1879","","","","demolished/replaced/uncertain","Wabash Avenue at Thirty-sixth Place","3629-3653 S Wabash Ave","","","school","public elementary school","","Chicago Board of Education","brick masonry; steam heating","3","","new_construction","","Brick school construction complied with the post-1874 prohibition on new wood buildings.","Andreas's visually checked table records erection in 1879, 70 by 84 feet, three stories, steam heat, 770 sittings and $29,500 total including heating and furniture. A later addition is reported for 1886; the surviving fabric and exact original footprint require Board and fire-insurance-map review.","ANDREAS_V3;IL_SFM_RAYMOND","high","true"
"CHI1879-011","Kedzie Avenue bridge over the Illinois and Michigan Canal","Kedzie Avenue canal bridge","1879","1879","exact","1879","","","","demolished/replaced","Kedzie Avenue over the Illinois and Michigan Canal","Kedzie Avenue near the Chicago Sanitary and Ship Canal corridor","","","bridge","street crossing","Massillon Bridge Company","Town of Cicero with shared public expense","single-span wrought-iron bridge","","","new_infrastructure","","Wrought iron provided a durable noncombustible crossing; this site lay in adjacent Cicero rather than within the 1879 city boundary.","Completed March 1, 1879. Retained as metropolitan infrastructure tied to Chicago circulation, but flagged because the contemporary jurisdiction was the Town of Cicero.","ANDREAS_V3","high","true"
"CHI1879-012","LaSalle Street tunnel south-end footbridge","LaSalle Street tunnel foot bridge","1879","1879","exact","1879","","","","demolished/replaced","South end of LaSalle Street tunnel","LaSalle Street at the Chicago River","","","pedestrian_bridge","pedestrian crossing over tunnel approach","","City of Chicago","material not stated","","","infrastructure_addition","LaSalle Street tunnel","A public-safety access improvement to major post-fire municipal infrastructure; material and ordinance details are not stated.","Andreas reports that a footbridge was placed over the south end of the LaSalle Street tunnel in January 1879. Exact span, material and removal date remain unknown.","ANDREAS_V3","medium","true"
"CHI1879-013","Lock Street wooden bridge","Lock Street bridge","1879","1879","exact","1879","","","","demolished/replaced","Lock Street crossing","Near present Chicago River and Lock Street alignment","","","bridge","street crossing","","Illinois and Michigan Canal Commissioners; State of Illinois","wood","","","new_infrastructure","","The wooden construction was an explicit exception or jurisdictional edge case relative to Chicago's 1874 citywide prohibition on new wood buildings; legal context requires review.","Built in 1879 by the Canal Commissioners at state expense. The exact waterway, city-boundary status, dimensions and later history require engineering and map confirmation.","ANDREAS_V3","high","true"
"CHI1879-014","Eighteenth Street viaduct opening","Eighteenth Street railroad viaduct","1878","1878","exact","1879","","","","demolished/replaced","Eighteenth Street railroad crossing","18th Street rail corridor","","","railroad_viaduct","grade-separated street crossing","","City of Chicago and affected railroads","wrought-iron superstructure; two truss-girder spans","","","opening_or_occupancy_only","","Durable iron infrastructure aligned with post-fire material preferences, though grade separation was its primary purpose.","Completed December 18, 1878 and put in operation February 7, 1879. Andreas reports $11,194 cost, two 142-foot truss-girder spans, a 20-foot roadway and six-foot sidewalks. Not counted as 1879 construction.","ANDREAS_V3","high","false"
"CHI1879-015","Chicago fire-alarm system Stock Yards extension","Stock Yards aerial fire-alarm lines and stations","1879","1879","exact","1879","","","","altered/replaced","Stock Yards district, Town of Lake","Union Stock Yards area","","","communications_infrastructure","municipal fire alarm and dispatch","Chicago Fire Department telegraph staff","City of Chicago; Town of Lake stations","aerial telegraph wire, alarm stations and Tooker keyless-door box retrofits","","","infrastructure_extension_and_equipment_upgrade","Chicago municipal fire-alarm system","The extension increased fire-detection coverage and retrofitted 72 existing boxes with keyless doors, a direct post-fire life-safety investment.","Andreas reports extension of aerial lines to the Stock Yards district in the Town of Lake, establishment of fire-alarm stations, and Tooker keyless-door attachments on 72 existing boxes. It is a network event extending beyond the 1879 municipal boundary, not one building.","ANDREAS_V3","high","true"
"CHI1879-016","Bemis & McAvoy east-side ice house","Bemis & McAvoy brewery ice house phase","1879","1879","year_only","1879","","","","demolished/unknown","Bemis & McAvoy brewery complex, east side","","","","ice_house","brewery cold storage","","Bemis & McAvoy Brewing Company","ice-house construction; material not stated","","","industrial_complex_addition","Bemis & McAvoy brewery complex","An industrial outbuilding erected after the citywide wood-building restriction; material and permit compliance remain unverified.","Andreas says two east-side ice houses were erected in 1878 and 1879. This row assigns one phase to 1879 but does not infer dimensions, material or a precise address; component identity needs brewery and permit records.","ANDREAS_V3","medium","true"
