source_key,title,author,publisher,publication_date,url,source_type,reliability_tier,locator,accessed_at,rights_notes,notes
ANDREAS_V3,"History of Chicago, From the Earliest Period to the Present Time, Volume III","A. T. Andreas","A. T. Andreas",1886,https://archive.org/details/historyofchicago03andruoft,historical_city_history,"Tier 2","Corporate History p. 129 and p. 134; Cook County Institutions pp. 157-158; Hotels p. 360; Breweries pp. 577-579; Religious History pp. 765-831; Park and hospital chapters","2026-08-03","Public domain; Internet Archive scan and OCR.","Near-contemporary synthesis. OCR was checked against page context; exact claims remain subject to archival permit and newspaper confirmation."
CITY_DUPONT,"DuPont-Whitehouse House","Commission on Chicago Landmarks","City of Chicago",,https://webapps1.chicago.gov/landmarksweb/web/landmarkdetails.htm?lanId=1291,municipal_landmark_record,"Tier 1","Date built, architect, original site, 1920 relocation and description","2026-08-03","City web content; verify image reuse terms separately.","Official record gives a 1875-76 construction range for the Italianate brick house and identifies Oscar Cobb & Co."
CITY_LANDMARKS_API,"Individual Landmarks","Commission on Chicago Landmarks","City of Chicago",2026-04-17,https://data.cityofchicago.org/Historic-Preservation/Individual-Landmarks/uct4-hrvh,municipal_open_data,"Tier 1","DuPont-Whitehouse House record and point geometry","2026-08-03","City open-data terms apply; geometry and factual fields used.","Provides current address and coordinates; landmark coverage is selective rather than a citywide census."
NPS_WALLER,"William Waller House National Register documentation","National Register of Historic Places","National Park Service",1980,https://npgallery.nps.gov/NRHP/GetAsset/NRHP/64500855_text,federal_register_documentation,"Tier 1","Construction date range, address, materials, style and significance","2026-08-03","Federal record public domain; nomination photographs may carry separate restrictions.","Records the 1875-76 range. A reported August 1875 social event at the house makes a precise 1876 completion uncertain."
UMN_PULLMAN,"The Pullman Strike: George M. Pullman Residence","Clarence Darrow Digital Collection","University of Minnesota Law Library",,https://librarycollections.law.umn.edu/darrow/trials_details.php?id=10,university_digital_collection,"Tier 2","Residence description, 1876 completion, value and 1922 demolition","2026-08-03","University web content; verify image rights and individual item rights before reuse.","Identifies the 1729 S. Prairie Avenue mansion as completed in 1876 and demolished in 1922."
AIC_ARCH_INDEX,"Ryerson and Burnham Archives Archival Image Collection: Architectural Subjects Index","Art Institute of Chicago","Art Institute of Chicago",,https://artic.contentdm.oclc.org/digital/api/collection/findingaids/id/16290/download,archival_finding_aid,"Tier 1","George M. Pullman House entries, 1729 S. Prairie Ave.","2026-08-03","Finding-aid text may be cited; image rights vary by collection item.","Indexes 1876 designs by Henry S. Jaffray and John Mathew Dunphy and later 1880s work by Solon S. Beman; attribution remains ambiguous."
NPS_PRAIRIE,"Glessner House Museum and Prairie Avenue Historic District","National Park Service","National Park Service",,https://www.nps.gov/places/the-glessner-house-museum-and-prairie-avenue-historic-district.htm,federal_place_history,"Tier 1","Prairie Avenue context and Pullman mansion demolition","2026-08-03","Federal web text generally public domain unless otherwise credited; image credits control reuse.","Corroborates the Pullman mansion's Prairie Avenue context and 1922 demolition."
CHICAGOLOGY_CLUB,"The First Chicago Club Building","Chicago Tribune historical transcription","Chicagology",1875-10-02,https://chicagology.com/rebuilding/rebuilding145/,historical_newspaper_transcription,"Tier 3","Chicago Tribune plan description and 1876-1939 building chronology","2026-08-03","Underlying 1875 newspaper text is public domain; site layout and modern compilation are copyrighted.","Transcribes plans for the Monroe Street clubhouse and supplies architect, developer, dimensions, materials and chronology; verify against newspaper page image when available."
OLD_MONROE,"Old Monroe Street: Notes of Sixty Years","James S. McKean","Ralph Fletcher Seymour",1914,https://upload.wikimedia.org/wikipedia/commons/1/12/Old_Monroe_street%3B_%28IA_oldmonroestreet01mack%29.pdf,historical_memoir,"Tier 2","Moody and Sankey Tabernacle, Monroe Street between Franklin and Market","2026-08-03","Public domain due publication date; Wikimedia Commons scan.","Describes the 1876 two-story tabernacle, temporary roof, 8,000-seat capacity, and 1877 conversion by adding three stories."
HAYES_MOODY,"Gilded Age Evangelicals: Moody and Sankey and the Hayes Family","Rutherford B. Hayes Presidential Library & Museums","Rutherford B. Hayes Presidential Library & Museums",,https://www.rbhayes.org/research/hayes-historical-journal-gilded-age-evangelicals/,institutional_history,"Tier 2","Chicago campaign and 8,000-seat brick tabernacle","2026-08-03","Modern web text is copyrighted; factual summary only. Check image credits separately.","Corroborates the tabernacle's brick construction, capacity and business financing."
FLPS_SINAI_1876,"Sinai Temple","Forgotten Landmarks: Public Spaces","Art Institute of Chicago Ryerson and Burnham Libraries",,https://flps.newberry.org/article/5423971_5_0683,library_architecture_record,"Tier 2","Indiana Avenue and Twenty-first Street temple; architect and dedication","2026-08-03","Metadata may be cited; linked images require collection-specific rights review.","Corroborates the 1875-76 construction, Burling & Adler attribution and April 1876 dedication."
CPL_CITYWIDE,"Chicago City-Wide Collection","Chicago Public Library","Chicago Public Library",,https://www.chipublib.org/fa-chicago-city-wide-collection/,archival_finding_aid,"Tier 1","New England Congregational Church, Dearborn and Delaware","2026-08-03","Finding-aid text may be cited; photographs require Chicago Public Library rights review.","Confirms the church identity and intersection and identifies a potential archival exterior image."
NEWBERRY_CHURCH_GUIDE,"Chicago Church and Synagogue Records: A Research Guide","Newberry Library","Newberry Library",,https://www.newberry.org/uploads/files/churchguide.pdf,library_research_guide,"Tier 1","New England Congregational Church, Dearborn and Delaware","2026-08-03","Guide text is copyrighted; factual directory information only.","Independent address corroboration for the New England Congregational Church."
MAP1876_UIUC,"Combination Atlas Map of Cook County, Illinois","Warner & Beers","Warner & Beers",1876,https://digital.library.illinois.edu/items/9e649410-82d4-0134-1f08-0050569601ca-d,historical_map_atlas,"Tier 1","Chicago and Cook County plates","2026-08-03","Atlas is public domain due age; repository metadata and scans should retain attribution and item-specific rights notice.","Primary 1876 map candidate for the year map layer; georeferencing and plate-level download remain future work."
MOODY_HISTORY_1876,"Our History","The Moody Church","The Moody Church",,https://www.moodychurch.org/our-history/,institutional_history,"Tier 2","Chicago Avenue Church chronology","2026-08-03","Institutional web content and images are copyrighted; factual chronology only.","Reports a 1876 completion/dedication, but Andreas states the superstructure was completed and dedicated in June 1875. Retained solely to document the unresolved chronology conflict; no 1876 physical-event row was created."
